desc_apertura;desc_prog;desc_inc;desc_prin;cred_ini;cred_vig;cred_comp;cred_pag;cred_dev;cred_disp
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Consumo;"Productos de Papel, Cartón e Impresos";0;0;0;0;0;-2.200
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Consumo;"Productos de Papel, Cartón e Impresos";30.000;30.000;0;0;0;30.000
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Consumo;Productos de Cuero y Caucho;15.000;15.000;0;0;0;15.000
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Consumo;"Productos Químicos, Combustibles y Lubricantes";14.000;14.000;0;0;0;14.000
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Consumo;"Productos Químicos, Combustibles y Lubricantes";10.000;10.000;0;0;0;10.000
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Consumo;"Productos Químicos, Combustibles y Lubricantes";52.000;52.000;1.055;1.055;1.055;50.107
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Consumo;"Productos Químicos, Combustibles y Lubricantes";5.830.000;5.830.000;14.967;14.967;14.967;5.804.334
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Consumo;"Productos Químicos, Combustibles y Lubricantes";25.000;25.000;0;0;0;17.829
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Consumo;Productos de Minerales No Metálicos;9.000;9.000;0;0;0;8.269
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Consumo;Productos de Minerales No Metálicos;8.000;8.000;0;0;0;4.850
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Consumo;Productos de Minerales No Metálicos;10.000;10.000;0;0;0;10.000
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Consumo;Productos de Minerales No Metálicos;10.000;10.000;0;0;0;10.000
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Consumo;Productos de Minerales No Metálicos;12.000;12.000;0;0;0;10.681
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Consumo;Productos Metálicos;0;0;0;0;0;-550
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Consumo;Productos Metálicos;0;0;0;0;0;-1.180
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Consumo;Productos Metálicos;10.000;10.000;0;0;0;10.000
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Consumo;Productos Metálicos;1.510.000;1.510.000;0;0;0;1.510.000
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Consumo;Productos Metálicos;110.000;110.000;0;0;0;110.000
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Consumo;Minerales;30.000;30.000;0;0;0;30.000
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Consumo;Otros Bienes de Consumo;125.000;125.000;0;0;0;124.106
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Consumo;Otros Bienes de Consumo;555.000;555.000;1.050;1.050;1.050;553.950
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Consumo;Otros Bienes de Consumo;853.000;853.000;227;227;227;849.153
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Consumo;Otros Bienes de Consumo;82.000;82.000;0;0;0;82.000
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Consumo;Otros Bienes de Consumo;152.000;152.000;1.350;1.350;1.350;146.550
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Consumo;Otros Bienes de Consumo;641.000;641.000;690;690;690;638.165
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Servicios No Personales;Servicios Básicos;15.450.000;15.450.000;2.445.881;2.445.881;2.445.881;13.004.119
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Servicios No Personales;Servicios Básicos;1.200.000;1.200.000;453.900;453.900;453.900;529.122
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Servicios No Personales;Servicios Básicos;350.000;350.000;0;0;0;350.000
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Servicios No Personales;Servicios Básicos;500.000;500.000;50.071;50.071;50.071;449.929
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Servicios No Personales;Servicios Básicos;150.000;150.000;0;0;0;150.000
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Servicios No Personales;Servicios Básicos;200.000;200.000;0;0;0;200.000
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Servicios No Personales;Alquileres y Derechos;3.700.000;3.700.000;420.850;420.850;420.850;3.279.150
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Servicios No Personales;Alquileres y Derechos;60.000;60.000;0;0;0;60.000
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Servicios No Personales;Alquileres y Derechos;270.000;270.000;0;0;0;270.000
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Servicios No Personales;"Mantenimiento, Reparación y Limpieza";5.100.000;5.100.000;1.300;1.300;1.300;5.098.700
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Servicios No Personales;"Mantenimiento, Reparación y Limpieza";420.000;420.000;5.540;5.540;5.540;413.960
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Servicios No Personales;"Mantenimiento, Reparación y Limpieza";500.000;500.000;32.847;15.047;15.047;467.153
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Servicios No Personales;"Mantenimiento, Reparación y Limpieza";46.616.000;46.616.000;37.734.024;222.556;646.556;8.881.976
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Servicios No Personales;"Mantenimiento, Reparación y Limpieza";50.000;50.000;0;0;0;50.000
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Servicios No Personales;Servicios Técnicos y Profesionales;6.000.000;6.000.000;4.074.000;1.358.000;1.358.000;1.926.000
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Servicios No Personales;Servicios Técnicos y Profesionales;0;0;3.600;3.600;3.600;-12.400
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Servicios No Personales;Servicios Técnicos y Profesionales;13.845.000;13.845.000;2.935.840;0;0;10.909.160
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Servicios No Personales;Servicios Técnicos y Profesionales;3.507.150;3.507.150;895.880;20.600;20.600;2.596.270
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Servicios No Personales;Servicios Comerciales y Financieros;90.000;90.000;62;62;62;89.871
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Servicios No Personales;Pasajes y Viáticos;1.200.000;1.200.000;36.473;36.473;36.473;1.163.528
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Servicios No Personales;Pasajes y Viáticos;200.000;200.000;63.179;63.179;63.179;127.976
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Servicios No Personales;Pasajes y Viáticos;200.000;200.000;750;750;750;199.250
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Servicios No Personales;"Impuestos, Derechos, Tasas y Juicios";250.000;250.000;0;0;0;250.000
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Servicios No Personales;"Impuestos, Derechos, Tasas y Juicios";10.000;10.000;1.419;1.419;1.419;8.581
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Servicios No Personales;"Impuestos, Derechos, Tasas y Juicios";0;0;20.570;20.570;20.570;-20.570
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Servicios No Personales;Otros Servicios;284.000;284.000;0;0;0;284.000
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Servicios No Personales;Otros Servicios;3.344.000;3.344.000;0;0;0;3.344.000
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Transferencias;Transf. al Sector Privado para Financiar Gastos Corrientes;50.000;50.000;0;0;0;50.000
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Gastos en Personal;Personal Permanente;0;0;1.689.967;1.450.699;1.450.699;-1.689.967
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Gastos en Personal;Personal Permanente;0;0;2.141.801;2.057.129;1.818.934;-2.141.801
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Gastos en Personal;Personal Permanente;0;0;1.670.803;742.977;742.977;-1.670.803
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Gastos en Personal;Servicios Extraordinarios;0;0;1.886.777;1.587.804;1.587.804;-1.886.777
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Gastos en Personal;Asistencia Social al Personal;0;0;551.488;230.380;230.380;-551.488
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Gastos en Personal;Asistencia Social al Personal;0;0;3.531;3.047;3.047;-3.531
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Gastos en Personal;Personal contratado;0;0;3.385.807;2.890.598;2.890.598;-3.385.807
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Gastos en Personal;Personal contratado;0;0;2.343.688;1.969.337;1.969.337;-2.343.688
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Gastos en Personal;Personal contratado;0;0;2.536.436;1.017.121;1.017.121;-2.536.436
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Consumo;"Productos Alimenticios, Agropecuarios y Forestales";0;0;15.660;15.660;15.660;-15.660
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Consumo;"Productos Alimenticios, Agropecuarios y Forestales";0;0;658;658;658;-658
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Consumo;"Productos de Papel, Cartón e Impresos";0;0;420;420;420;-420
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Consumo;"Productos Químicos, Combustibles y Lubricantes";0;0;210;210;210;-210
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Consumo;"Productos Químicos, Combustibles y Lubricantes";0;0;2.974;2.974;2.974;-2.974
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Consumo;"Productos Químicos, Combustibles y Lubricantes";0;0;580;580;580;-580
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Consumo;"Productos Químicos, Combustibles y Lubricantes";0;0;90.690;90.690;90.690;-89.852
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Consumo;"Productos Químicos, Combustibles y Lubricantes";0;0;870.535;870.535;870.535;-859.836
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Consumo;"Productos Químicos, Combustibles y Lubricantes";0;0;23.637;23.637;23.637;-16.466
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Consumo;Productos de Minerales No Metálicos;0;0;1.964;1.964;1.964;-1.233
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Consumo;Productos de Minerales No Metálicos;0;0;6.770;6.770;6.770;-3.620
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Consumo;Productos de Minerales No Metálicos;0;0;5.411;5.411;5.411;-4.092
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Consumo;Productos Metálicos;0;0;13.965;13.965;13.965;-13.415
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Consumo;Productos Metálicos;0;0;3.328;3.328;3.328;-2.148
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Consumo;Productos Metálicos;0;0;495;495;495;-495
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Consumo;Productos Metálicos;0;0;1.900;1.900;1.900;-1.900
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Consumo;Otros Bienes de Consumo;0;0;3.264;3.264;3.264;-2.370
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Consumo;Otros Bienes de Consumo;0;0;1.100;1.100;1.100;-1.100
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Consumo;Otros Bienes de Consumo;0;0;15.441;15.441;15.441;-11.821
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Consumo;Otros Bienes de Consumo;0;0;28.490;28.490;28.490;-24.390
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Consumo;Otros Bienes de Consumo;0;0;2.975;2.975;2.975;-830
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Servicios No Personales;Servicios Básicos;0;0;31.023;31.023;31.023;-31.023
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Servicios No Personales;Servicios Básicos;0;0;542.569;542.569;542.569;-325.591
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Servicios No Personales;Servicios Básicos;0;0;1.477;1.477;1.477;-1.477
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Servicios No Personales;Servicios Básicos;0;0;32.473;32.473;32.473;-32.473
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Servicios No Personales;Alquileres y Derechos;0;0;3.000;3.000;3.000;-3.000
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Servicios No Personales;Alquileres y Derechos;0;0;2.788;2.788;2.788;-2.788
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Servicios No Personales;"Mantenimiento, Reparación y Limpieza";0;0;11.980;11.980;11.980;-11.480
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Servicios No Personales;"Mantenimiento, Reparación y Limpieza";0;0;5.600;14.500;14.500;-5.600
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Servicios No Personales;"Mantenimiento, Reparación y Limpieza";0;0;2.859;3.232.803;2.808.803;-1.021.835
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Servicios No Personales;Servicios Técnicos y Profesionales;0;0;17.200;17.200;17.200;-8.400
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Servicios No Personales;Servicios Técnicos y Profesionales;0;0;0;69.030;69.030;-1.634.731
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Servicios No Personales;Servicios Técnicos y Profesionales;0;0;20.735;93.675;93.675;-5.735
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Servicios No Personales;Servicios Comerciales y Financieros;0;0;1.800;1.800;1.800;-1.800
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Servicios No Personales;Servicios Comerciales y Financieros;0;0;1.287;1.287;1.287;-1.221
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Servicios No Personales;Pasajes y Viáticos;0;0;74.314;74.314;74.314;-109.360
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Servicios No Personales;Pasajes y Viáticos;0;0;0;0;0;-1.102
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Servicios No Personales;"Impuestos, Derechos, Tasas y Juicios";0;0;800;800;800;-800
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Servicios No Personales;Otros Servicios;0;0;1.910;1.910;1.910;-1.910
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Servicios No Personales;Otros Servicios;0;0;0;0;0;-283.350
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Gastos en Personal;Personal Permanente;0;0;0;239.268;239.268;0
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Gastos en Personal;Personal Permanente;0;0;44.388;367.255;367.255;-44.388
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Gastos en Personal;Personal Permanente;0;0;192.942;192.942;192.942;-192.942
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Gastos en Personal;Personal Permanente;0;0;0;927.826;927.826;0
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Gastos en Personal;Servicios Extraordinarios;0;0;0;298.972;298.972;0
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Gastos en Personal;Asistencia Social al Personal;0;0;0;321.108;321.108;0
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Gastos en Personal;Asistencia Social al Personal;0;0;0;484;484;0
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Gastos en Personal;Personal contratado;0;0;0;495.209;495.209;0
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Gastos en Personal;Personal contratado;0;0;0;374.351;374.351;0
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Gastos en Personal;Personal contratado;0;0;0;1.519.314;1.519.314;0
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Consumo;"Productos Alimenticios, Agropecuarios y Forestales";0;0;7.720;7.720;7.720;-7.720
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Consumo;Textiles y Vestuario;0;0;0;0;0;-4.340
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Consumo;"Productos de Papel, Cartón e Impresos";0;0;550;550;550;-830
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Consumo;"Productos Químicos, Combustibles y Lubricantes";0;0;0;0;0;-360
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Consumo;"Productos Químicos, Combustibles y Lubricantes";0;0;2.548;2.548;2.548;-2.548
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Consumo;"Productos Químicos, Combustibles y Lubricantes";0;0;0;0;0;-220
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Consumo;"Productos Químicos, Combustibles y Lubricantes";0;0;0;0;0;-23.748
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Consumo;"Productos Químicos, Combustibles y Lubricantes";0;0;84.854;84.854;84.854;-97.065
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Consumo;"Productos Químicos, Combustibles y Lubricantes";0;0;3.705;3.705;3.705;-3.705
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Consumo;"Productos Químicos, Combustibles y Lubricantes";0;0;633;633;633;-633
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Consumo;Productos de Minerales No Metálicos;0;0;9.299;9.299;9.299;-9.299
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Consumo;Productos de Minerales No Metálicos;0;0;9.500;9.500;9.500;-9.500
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Consumo;Productos de Minerales No Metálicos;0;0;4.094;4.094;4.094;-4.544
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Consumo;Productos Metálicos;0;0;0;0;0;-2.279
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Consumo;Productos Metálicos;0;0;0;0;0;-1.010
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Consumo;Productos Metálicos;0;0;0;0;0;-1.890
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Consumo;Productos Metálicos;0;0;0;0;0;-650
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Consumo;Otros Bienes de Consumo;0;0;2.024;2.024;2.024;-2.024
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Consumo;Otros Bienes de Consumo;0;0;2.355;2.355;2.355;-13.296
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Consumo;Otros Bienes de Consumo;0;0;3.786;3.786;3.786;-8.509
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Consumo;Otros Bienes de Consumo;0;0;357;357;357;-2.050
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Servicios No Personales;Servicios Básicos;0;-4.241.135;781.656;781.656;781.656;-5.022.791
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Servicios No Personales;Servicios Básicos;0;0;39.282;39.282;39.282;-39.282
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Servicios No Personales;Servicios Básicos;0;0;1.451;1.451;1.451;-1.451
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Servicios No Personales;Servicios Básicos;0;0;726.798;714.902;726.798;-726.798
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Servicios No Personales;Servicios Básicos;0;0;430;430;430;-430
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Servicios No Personales;Alquileres y Derechos;0;0;2.534;2.534;2.534;-2.534
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Servicios No Personales;"Mantenimiento, Reparación y Limpieza";0;0;0;0;0;-1.100
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Servicios No Personales;"Mantenimiento, Reparación y Limpieza";0;0;2.450;2.450;2.450;-2.450
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Servicios No Personales;"Mantenimiento, Reparación y Limpieza";0;0;0;0;0;-10.000
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Servicios No Personales;"Mantenimiento, Reparación y Limpieza";0;0;6.994.008;4.766.422;4.766.422;-6.994.008
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Servicios No Personales;Servicios Técnicos y Profesionales;0;0;0;679.000;679.000;0
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Servicios No Personales;Servicios Técnicos y Profesionales;0;0;8.550;8.550;8.550;-8.550
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Servicios No Personales;Servicios Técnicos y Profesionales;0;0;0;88.500;88.500;0
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Servicios No Personales;Servicios Técnicos y Profesionales;0;4.241.135;2.500;75.440;75.440;4.238.635
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Servicios No Personales;Servicios Comerciales y Financieros;0;0;1.440;1.440;1.440;-1.440
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Servicios No Personales;Servicios Comerciales y Financieros;0;0;559;559;559;-559
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Servicios No Personales;Pasajes y Viáticos;0;0;68.760;68.760;68.760;-33.713
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Servicios No Personales;Pasajes y Viáticos;0;0;9.947;9.947;9.947;0
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Servicios No Personales;"Impuestos, Derechos, Tasas y Juicios";0;283.350;0;0;0;283.350
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Servicios No Personales;Otros Servicios;0;-283.350;0;0;0;0
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Uso;Maquinaria y Equipo;159.000;159.000;0;0;0;159.000
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Uso;Maquinaria y Equipo;30.000;30.000;0;0;0;30.000
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Uso;Maquinaria y Equipo;9.000;9.000;2.958;2.958;2.958;6.042
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Uso;Maquinaria y Equipo;258.375;258.375;0;0;0;258.375
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Uso;Maquinaria y Equipo;73.890;73.890;0;0;0;73.890
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Transferencias;Transf. a Inst. Prov. y Mun. para Financ. Gastos de Capital;14.983.000;14.983.000;0;0;0;14.983.000
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Uso;Maquinaria y Equipo;0;0;0;0;0;0
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Transferencias;Transf. a Inst. Prov. y Mun. para Financ. Gastos de Capital;0;0;0;0;0;-9.170.000
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Bienes de Uso;Maquinaria y Equipo;0;9.170.000;0;0;0;9.170.000
Administración de Unidades Turísticas;Plan Federal de Turismo Social;Transferencias;Transf. a Inst. Prov. y Mun. para Financ. Gastos de Capital;0;-9.170.000;0;0;0;0
Destinos y Productos Turísticos;Desarrollo y Promoción del Turismo Nacional;Transferencias;Transf. a Inst. Prov. y Mun. para Fin. Gastos Corrientes;500.000;500.000;0;0;0;500.000
Destinos y Productos Turísticos;Desarrollo y Promoción del Turismo Nacional;Servicios No Personales;Servicios Comerciales y Financieros;0;0;0;0;0;0
Marca País;"Innovación, Tecnología, Calidad y Comunicación Turística";Gastos en Personal;Personal Permanente;456.885;456.885;21.054;21.054;21.054;435.831
Marca País;"Innovación, Tecnología, Calidad y Comunicación Turística";Gastos en Personal;Personal Permanente;779.580;779.580;0;0;0;779.580
Marca País;"Innovación, Tecnología, Calidad y Comunicación Turística";Gastos en Personal;Personal Permanente;103.039;103.039;0;0;0;103.039
Marca País;"Innovación, Tecnología, Calidad y Comunicación Turística";Gastos en Personal;Personal Permanente;334.877;334.877;0;0;0;334.877
Marca País;"Innovación, Tecnología, Calidad y Comunicación Turística";Gastos en Personal;Servicios Extraordinarios;329.286;329.286;0;0;0;329.286
Marca País;"Innovación, Tecnología, Calidad y Comunicación Turística";Gastos en Personal;Servicios Extraordinarios;27.440;27.440;0;0;0;27.440
Marca País;"Innovación, Tecnología, Calidad y Comunicación Turística";Gastos en Personal;Servicios Extraordinarios;85.615;85.615;0;0;0;85.615
Marca País;"Innovación, Tecnología, Calidad y Comunicación Turística";Gastos en Personal;Asistencia Social al Personal;190.243;190.243;0;0;0;190.243
Marca País;"Innovación, Tecnología, Calidad y Comunicación Turística";Gastos en Personal;Personal contratado;1.042.125;1.042.125;102.466;102.466;102.466;939.659
Marca País;"Innovación, Tecnología, Calidad y Comunicación Turística";Gastos en Personal;Personal contratado;119.883;119.883;27.109;27.109;27.109;92.774
Marca País;"Innovación, Tecnología, Calidad y Comunicación Turística";Gastos en Personal;Personal contratado;96.833;96.833;0;0;0;96.833
Marca País;"Innovación, Tecnología, Calidad y Comunicación Turística";Gastos en Personal;Personal contratado;314.711;314.711;0;0;0;314.711
Marca País;"Innovación, Tecnología, Calidad y Comunicación Turística";Servicios No Personales;Servicios Básicos;0;0;1.156;1.156;1.156;-1.156
Marca País;"Innovación, Tecnología, Calidad y Comunicación Turística";Servicios No Personales;Servicios Técnicos y Profesionales;1.000.000;1.000.000;0;0;0;1.000.000
Marca País;"Innovación, Tecnología, Calidad y Comunicación Turística";Gastos en Personal;Servicios Extraordinarios;0;0;13.012;11.533;11.533;-13.012
Marca País;"Innovación, Tecnología, Calidad y Comunicación Turística";Gastos en Personal;Asistencia Social al Personal;0;0;11.290;5.714;5.714;-11.290
Marca País;"Innovación, Tecnología, Calidad y Comunicación Turística";Gastos en Personal;Personal contratado;0;0;124.511;106.911;106.911;-124.511
Marca País;"Innovación, Tecnología, Calidad y Comunicación Turística";Gastos en Personal;Personal contratado;0;0;70.178;59.190;59.190;-70.178
Marca País;"Innovación, Tecnología, Calidad y Comunicación Turística";Gastos en Personal;Personal contratado;0;0;86.097;43.644;43.644;-86.097
Marca País;"Innovación, Tecnología, Calidad y Comunicación Turística";Gastos en Personal;Personal Permanente;0;0;121.220;121.220;121.220;-121.220
Marca País;"Innovación, Tecnología, Calidad y Comunicación Turística";Gastos en Personal;Servicios Extraordinarios;0;0;0;1.479;1.479;0
Marca País;"Innovación, Tecnología, Calidad y Comunicación Turística";Gastos en Personal;Asistencia Social al Personal;0;0;0;5.577;5.577;0
Marca País;"Innovación, Tecnología, Calidad y Comunicación Turística";Gastos en Personal;Personal contratado;0;0;0;17.600;17.600;0
Marca País;"Innovación, Tecnología, Calidad y Comunicación Turística";Gastos en Personal;Personal contratado;0;0;0;10.988;10.988;0
Marca País;"Innovación, Tecnología, Calidad y Comunicación Turística";Gastos en Personal;Personal contratado;0;0;0;42.453;42.453;0
Innovación y Tecnología / Yvera;"Innovación, Tecnología, Calidad y Comunicación Turística";Gastos en Personal;Personal Permanente;5.044.427;5.044.427;260.264;260.264;260.264;4.784.163
Innovación y Tecnología / Yvera;"Innovación, Tecnología, Calidad y Comunicación Turística";Gastos en Personal;Personal Permanente;6.307.349;6.307.349;326.462;326.462;326.462;5.980.887
Innovación y Tecnología / Yvera;"Innovación, Tecnología, Calidad y Comunicación Turística";Gastos en Personal;Personal Permanente;945.981;945.981;0;0;0;945.981
Innovación y Tecnología / Yvera;"Innovación, Tecnología, Calidad y Comunicación Turística";Gastos en Personal;Personal Permanente;3.074.439;3.074.439;0;0;0;3.074.439
